zcta19,any_open_park,count_open_parks,count_open_parks_tc10,count_open_parks_tc5,count_open_parks_tc3,zcta_area,zcta_area_sqmiles,tot_park_area,tot_park_area_sqmiles,prop_park_area_zcta
"43451",1,2,2,2,2,63641861,24.57226,124143.5,.0479321,.0019507
"43452",1,11,"10 or more","5 or more","3 or more",1.352e+08,52.21804,3809591,1.470891,.0281683
"43456",0,0,0,0,0,10324725,3.986399,0,0,0
"43457",0,0,0,0,0,48004694,18.53472,0,0,0
"43458",0,0,0,0,0,2613729,1.009166,0,0,0
"43460",1,3,3,3,"3 or more",7975217,3.079248,111596.1,.0430875,.0139929
"43462",1,1,1,1,1,66589455,25.71033,138005.4,.0532842,.0020725
"43463",0,0,0,0,0,19414,.0074958,0,0,0
"43464",0,0,0,0,0,98429318,38.00377,0,0,0
"43465",1,3,3,3,"3 or more",28601634,11.04315,87457.44,.0337675,.0030578
"43466",0,0,0,0,0,71873219,27.7504,0,0,0
"43467",0,0,0,0,0,898186,.3467916,0,0,0
"43468",0,0,0,0,0,1861412,.7186952,0,0,0
"97824",1,1,1,1,1,5.659e+08,218.5019,3.03e+08,117.0624,.5357499
"97825",1,2,2,2,2,6.424e+08,248.0179,2.41e+08,93.23312,.3759128
"97826",0,0,0,0,0,8.227e+08,317.6579,0,0,0
"97827",1,2,2,2,2,5.331e+08,205.8358,6.45e+07,24.88597,.1209021
"97828",1,2,2,2,2,1.907e+09,736.2251,6.21e+08,239.6416,.3255004
"97830",1,1,1,1,1,1.554e+09,599.9044,1.28e+07,4.956551,.0082622
"97833",1,1,1,1,1,2.282e+08,88.08972,3.23e+07,12.46705,.1415267
"97834",1,1,1,1,1,5.411e+08,208.9047,3.51e+08,135.7094,.6496238
"97835",0,0,0,0,0,4.872e+08,188.126,0,0,0
"97836",1,1,1,1,1,2.400e+09,926.8011,1.52e+08,58.74842,.0633884
"97837",1,1,1,1,1,3.106e+08,119.9061,2.33e+07,9.003415,.0750872
"97838",1,14,"10 or more","5 or more","3 or more",4.542e+08,175.3752,1.47e+07,5.694546,.0324706
"97839",0,0,0,0,0,5.182e+08,200.0957,0,0,0
"97840",1,1,1,1,1,3.061e+08,118.1781,4.19e+07,16.1618,.136758
"97841",0,0,0,0,0,49834198,19.24109,0,0,0
"97842",1,1,1,1,1,1.803e+09,696.1526,1.62e+09,624.978,.89776
"97843",0,0,0,0,0,9.296e+08,358.9396,0,0,0
"97844",1,4,4,4,4,1.273e+08,49.15138,2.28e+07,8.81677,.1793799
"97845",1,1,1,1,1,1.684e+08,65.0171,4797025,1.852141,.028487
"97846",1,1,1,1,1,1.954e+09,754.413,1.16e+09,448.8757,.595
"97848",1,1,1,1,1,4.900e+08,189.1961,1.99e+07,7.698777,.0406921
"97850",1,14,"10 or more","5 or more","3 or more",7.504e+08,289.737,9.25e+07,35.71701,.1232739
"97856",1,2,2,2,2,1.118e+09,431.4873,1.48e+08,57.15741,.132466
"97857",1,1,1,1,1,6.982e+08,269.5616,5.34e+08,206.2739,.76522
"97859",1,1,1,1,1,2.076e+08,80.15403,5.26e+07,20.32689,.2535979
"97862",1,4,4,4,4,7.120e+08,274.9127,9.07e+07,35.03841,.1274529
"97864",1,2,2,2,2,8.456e+08,326.4887,2.38e+08,91.73393,.2809712
"97865",1,1,1,1,1,9.892e+08,381.927,3.96e+08,153.0305,.40068
"97867",1,1,1,1,1,3.535e+08,136.5017,4.11e+07,15.86505,.116226
"97868",1,2,2,2,2,1.146e+09,442.3531,2.60e+07,10.02262,.0226575
"97869",1,1,1,1,1,8.900e+08,343.6198,5.36e+08,206.8098,.6018566
"97870",1,1,1,1,1,3.503e+08,135.2665,2.03e+07,7.848194,.0580202
"97873",1,1,1,1,1,1.980e+08,76.44609,8.03e+07,30.98633,.4053357
"97874",1,1,1,1,1,5.933e+08,229.0882,2.48e+07,9.594123,.0418796
"97875",1,6,6,"5 or more","3 or more",1.625e+08,62.75326,100244.1,.0387045,.0006168
"97876",1,2,2,2,2,1.637e+08,63.18774,3.19e+07,12.31255,.1948566
"97877",1,3,3,3,"3 or more",5.263e+08,203.1919,4.78e+08,184.6592,.9087925
"97880",1,2,2,2,2,8.107e+08,313.0232,2.95e+08,113.8957,.3638572
"97882",1,19,"10 or more","5 or more","3 or more",69219737,26.72589,3687638,1.423805,.0532744
"97883",1,1,1,1,1,6.937e+08,267.8316,4.16e+08,160.694,.5999815
"94118",1,14,"10 or more","5 or more","3 or more",5106916,1.971791,983397.9,.379692,.192562
"94121",1,22,"10 or more","5 or more","3 or more",8041322,3.104772,3600741,1.390254,.4477797
"94122",1,12,"10 or more","5 or more","3 or more",6124850,2.364818,128037.1,.0494354,.0209045
"94123",1,8,8,"5 or more","3 or more",2865319,1.106306,517547.9,.1998264,.1806249
"94124",1,39,"10 or more","5 or more","3 or more",15566270,6.01017,1675620,.6469603,.1076443
"94127",1,26,"10 or more","5 or more","3 or more",4595088,1.774173,349001.2,.1347501,.0759509
"94128",0,0,0,0,0,9128782,3.524642,0,0,0
"94129",1,11,"10 or more","5 or more","3 or more",5983088,2.310083,6013731,2.321914,1
"94130",1,5,5,"5 or more",5,2281287,.8808098,548626.9,.2118261,.2404901
"94131",1,33,"10 or more","5 or more","3 or more",5430346,2.096668,1113748,.4300203,.205097
"94132",1,24,"10 or more","5 or more","3 or more",9353632,3.611458,3436051,1.326667,.3673494
"39531",1,5,5,"5 or more",5,20096214,7.759192,277577.5,.1071733,.0138124
"42409",0,0,0,0,0,2.257e+08,87.12823,0,0,0
"42410",1,2,2,2,2,7103756,2.742775,24276.77,.0093733,.0034175
"48755",0,0,0,0,0,1.515e+08,58.51025,0,0,0
"42411",0,0,0,0,0,2.267e+08,87.52267,0,0,0
"42413",1,1,1,1,1,1.362e+08,52.60271,744.6821,.0002875,5.47e-06
"48756",1,1,1,1,1,2.072e+08,80.00945,2169998,.8378409,.0104718
"48757",0,0,0,0,0,1.428e+08,55.11907,0,0,0
"39532",1,4,4,4,4,2.162e+08,83.45934,222008.6,.085718,.0010271
"39534",0,0,0,0,0,4188824,1.617314,0,0,0
"48759",0,0,0,0,0,1.332e+08,51.42155,0,0,0
"39540",1,1,1,1,1,13196642,5.095252,40433.84,.0156116,.0030639
"48760",0,0,0,0,0,72753929,28.09045,0,0,0
"48761",1,1,1,1,1,2.294e+08,88.57901,1.59e+08,61.34805,.69258
"48762",0,0,0,0,0,1.170e+08,45.16571,0,0,0
"39553",1,3,3,3,"3 or more",73485583,28.37294,1804643,.6967766,.0245578
"42420",1,11,"10 or more","5 or more","3 or more",5.113e+08,197.4121,3513265,1.356479,.0068713
"39556",0,0,0,0,0,2.761e+08,106.5962,0,0,0
"48763",1,9,9,"5 or more","3 or more",2.534e+08,97.82027,3.94e+07,15.22987,.1556924
"48765",1,1,1,1,1,1.459e+08,56.3134,7265477,2.805216,.0498144
"48766",1,1,1,1,1,1.363e+08,52.60699,2.00e+07,7.728367,.1469076
"39560",1,1,1,1,1,58057518,22.41613,50291.76,.0194178,.0008662
"48767",0,0,0,0,0,2.197e+08,84.82284,0,0,0
"39561",0,0,0,0,0,72940663,28.16255,0,0,0
"42431",1,5,5,"5 or more",5,4.468e+08,172.5129,1427514,.5511661,.0031949
"42436",0,0,0,0,0,48817765,18.84864,0,0,0
"48768",1,11,"10 or more","5 or more","3 or more",2.734e+08,105.5491,393622.1,.1519783,.0014399
"48770",1,1,1,1,1,1.758e+08,67.88908,2101071,.8112279,.0119493
"39562",0,0,0,0,0,4.979e+08,192.2468,0,0,0
"42437",1,3,3,3,"3 or more",4.723e+08,182.368,182736.5,.070555,.0003869
"95825",1,6,6,"5 or more","3 or more",12260618,4.733851,742465.8,.2866676,.060557
"95826",1,14,"10 or more","5 or more","3 or more",30239215,11.67543,1870692,.7222782,.0618631
"95827",1,7,7,"5 or more","3 or more",20278898,7.829726,1132170,.4371333,.05583
"95828",1,19,"10 or more","5 or more","3 or more",31909698,12.3204,504604.6,.1948289,.0158135
"95829",1,4,4,4,4,53833390,20.78519,161430,.0623285,.0029987
"95830",1,1,1,1,1,33734640,13.02502,1282965,.4953557,.0380311
"95831",1,20,"10 or more","5 or more","3 or more",19609780,7.571378,932375.3,.3599921,.0475464
"95832",1,8,8,"5 or more","3 or more",22940866,8.857518,5596666,2.160885,.2439605
"95833",1,35,"10 or more","5 or more","3 or more",21040798,8.123898,1571720,.6068446,.0746987
"33573",1,2,2,2,2,47934446,18.50759,4779787,1.845486,.0997151
"37336",0,0,0,0,0,1.194e+08,46.10487,0,0,0
"33576",1,3,3,3,"3 or more",41366460,15.97168,499310.8,.192785,.0120704
"37337",0,0,0,0,0,1.631e+08,62.97618,0,0,0
"37338",1,1,1,1,1,1.952e+08,75.37506,15111.13,.0058344,.0000774
"37339",0,0,0,0,0,90883401,35.09028,0,0,0
"37340",0,0,0,0,0,35727650,13.79452,0,0,0
"33578",1,9,9,"5 or more","3 or more",62163744,24.00156,443048.6,.171062,.0071271
"37341",1,4,4,4,4,1.083e+08,41.83049,6032933,2.329328,.0556849
"33579",1,2,2,2,2,56662850,21.87765,141615.2,.0546779,.0024993
"37342",0,0,0,0,0,1.999e+08,77.17854,0,0,0
"33584",1,8,8,"5 or more","3 or more",57600133,22.23954,563390.9,.2175265,.0097811
"33585",0,0,0,0,0,45269537,17.47867,0,0,0
"33592",1,6,6,"5 or more","3 or more",1.322e+08,51.02529,7.45e+07,28.74561,.56336
"37343",1,8,8,"5 or more","3 or more",1.194e+08,46.09219,3017444,1.165042,.0252763
"37345",0,0,0,0,0,1.487e+08,57.43192,0,0,0
"33594",1,2,2,2,2,27937676,10.7868,81708.52,.0315478,.0029247
"33596",1,5,5,"5 or more",5,31145667,12.02541,1983779,.7659413,.0636936
"37347",1,3,3,3,"3 or more",1.398e+08,53.9782,421216.3,.1626325,.0030129
"37348",0,0,0,0,0,93531974,36.1129,0,0,0
"37350",1,2,2,2,2,3755573,1.450035,399999.9,.1544408,.1065084
"61820",1,27,"10 or more","5 or more","3 or more",16933309,6.537987,620889,.2397266,.0366667
"53406",1,11,"10 or more","5 or more","3 or more",43120841,16.64905,597269.3,.2306069,.0138511
"53501",0,0,0,0,0,168878,.0652042,0,0,0
"53502",1,1,1,1,1,1.329e+08,51.324,388238.1,.1498996,.0029207
"53503",0,0,0,0,0,1.502e+08,58.00644,0,0,0
"61821",1,22,"10 or more","5 or more","3 or more",19559432,7.551939,1060304,.4093856,.0542093
"53504",0,0,0,0,0,2.384e+08,92.03212,0,0,0
"53505",0,0,0,0,0,47699953,18.41706,0,0,0
"53506",0,0,0,0,0,1.688e+08,65.17163,0,0,0
"53507",1,1,1,1,1,1.631e+08,62.96458,256608,.0990769,.0015735
"53508",0,0,0,0,0,1.809e+08,69.84442,0,0,0
"61822",1,18,"10 or more","5 or more","3 or more",2.819e+08,108.8589,735613.3,.2840219,.0026091
"53510",1,1,1,1,1,1.091e+08,42.13481,426575.1,.1647016,.0039089
"61830",0,0,0,0,0,98704675,38.11009,0,0,0
"61831",0,0,0,0,0,30081626,11.61458,0,0,0
"53511",1,30,"10 or more","5 or more","3 or more",2.898e+08,111.8949,2786645,1.07593,.0096155
"53515",1,6,6,"5 or more","3 or more",96216740,37.14949,1029739,.3975845,.0107023
"53516",0,0,0,0,0,2.156e+08,83.25534,0,0,0
"53517",1,1,1,1,1,1.147e+08,44.29041,267648.4,.1033396,.0023332
"61832",1,15,"10 or more","5 or more","3 or more",70096415,27.06438,1412016,.5451825,.0201439
"53518",0,0,0,0,0,2.028e+08,78.30981,0,0,0
"61833",1,4,4,4,4,4065731,1.569788,198183,.0765189,.0487447
"53520",1,8,8,"5 or more","3 or more",3.202e+08,123.646,309029.3,.1193169,.000965
"53521",1,4,4,4,4,1.590e+08,61.40037,108815,.0420137,.0006843
"61834",0,0,0,0,0,2.794e+08,107.8666,0,0,0
"53522",0,0,0,0,0,1.007e+08,38.87728,0,0,0
"61839",0,0,0,0,0,86282262,33.31377,0,0,0
"61840",0,0,0,0,0,86673972,33.46501,0,0,0
"53523",1,6,6,"5 or more","3 or more",1.287e+08,49.70889,1950078,.7529294,.0151468
"61841",0,0,0,0,0,1.506e+08,58.13937,0,0,0
"53525",0,0,0,0,0,1.450e+08,55.99429,0,0,0
"02457",1,3,3,3,"3 or more",413239,.1595525,7786.545,.0030064,.0188427
"02458",1,23,"10 or more","5 or more","3 or more",5258118,2.030171,257484.6,.0994154,.048969
"02459",1,28,"10 or more","5 or more","3 or more",13213450,5.101742,755197.6,.2915834,.0571537
"02460",1,16,"10 or more","5 or more","3 or more",3502849,1.352458,217283.5,.0838936,.0620305
"02461",1,9,9,"5 or more","3 or more",3810367,1.471191,530458.4,.2048111,.1392145
"02462",1,3,3,3,"3 or more",1425661,.5504508,199703.3,.0771059,.1400777
"02464",1,5,5,"5 or more",5,1484490,.5731648,92617.23,.0357597,.0623899
"02465",1,9,9,"5 or more","3 or more",5808837,2.242805,82214.88,.0317433,.0141534
"02466",1,7,7,"5 or more","3 or more",4842323,1.869631,124515.5,.0480757,.025714
"02467",1,24,"10 or more","5 or more","3 or more",12763232,4.927911,1199217,.4630202,.0939587
"02468",1,4,4,4,4,3893381,1.503243,117589.5,.0454016,.0302024
"02472",1,21,"10 or more","5 or more","3 or more",10799650,4.169768,715287.2,.2761739,.0662324
"02474",1,26,"10 or more","5 or more","3 or more",8590685,3.316882,628374,.2426165,.073146
"02476",1,13,"10 or more","5 or more","3 or more",5612292,2.166918,320697.1,.1238218,.0571419
"02478",1,16,"10 or more","5 or more","3 or more",12209659,4.714176,1571751,.6068566,.1287302
"02481",1,36,"10 or more","5 or more","3 or more",14861742,5.738151,1583543,.6114095,.1065517
"02482",1,34,"10 or more","5 or more","3 or more",11952552,4.614906,635782.3,.2454769,.0531922
"02492",1,28,"10 or more","5 or more","3 or more",25556927,9.867584,3213132,1.240597,.1257245
"02493",1,84,"10 or more","5 or more","3 or more",44892068,17.33292,7932273,3.062668,.1766965
"02494",1,11,"10 or more","5 or more","3 or more",7386229,2.851839,338384.6,.130651,.0458129
"02532",1,11,"10 or more","5 or more","3 or more",43829833,16.92279,128520,.0496218,.0029322
"02534",0,0,0,0,0,7416563,2.863551,0,0,0
"02535",0,0,0,0,0,1.290e+08,49.80727,0,0,0
"75098",1,53,"10 or more","5 or more","3 or more",1.057e+08,40.7991,4936993,1.906183,.0467212
"75101",0,0,0,0,0,2130982,.8227767,0,0,0
"75102",0,0,0,0,0,1.588e+08,61.29665,0,0,0
"75103",1,3,3,3,"3 or more",5.248e+08,202.6342,3026818,1.168661,.0057673
"75104",1,40,"10 or more","5 or more","3 or more",1.018e+08,39.29846,1.21e+07,4.683194,.1191699
"75105",0,0,0,0,0,1.350e+08,52.11011,0,0,0
"75109",1,1,1,1,1,3.721e+08,143.6747,579069.1,.2235798,.0015562
"75110",1,6,6,"5 or more","3 or more",3.918e+08,151.2902,795505.1,.3071462,.0020302
"75114",0,0,0,0,0,1.131e+08,43.68394,0,0,0
"75115",1,17,"10 or more","5 or more","3 or more",56889951,21.96533,1868986,.7216194,.0328526
"75116",1,7,7,"5 or more","3 or more",13279652,5.127302,457965.7,.1768215,.0344863
"75117",0,0,0,0,0,1.223e+08,47.23137,0,0,0
"75119",1,8,8,"5 or more","3 or more",7.098e+08,274.0568,520269.7,.2008772,.000733
"75124",0,0,0,0,0,2.462e+08,95.04768,0,0,0
"75125",1,2,2,2,2,1.825e+08,70.46574,194101.5,.074943,.0010635
"75126",1,12,"10 or more","5 or more","3 or more",2.027e+08,78.25784,904310.6,.3491563,.0044616
"75127",0,0,0,0,0,69976344,27.01802,0,0,0
"75132",1,1,1,1,1,3841777,1.483318,3986.818,.0015393,.0010378
"75134",1,5,5,"5 or more",5,26499015,10.23133,615493.1,.2376432,.023227
"75135",0,0,0,0,0,1.612e+08,62.24687,0,0,0
"48472",0,0,0,0,0,1.978e+08,76.37286,0,0,0
"48473",1,1,1,1,1,1.531e+08,59.10054,134719.8,.0520156,.0008801
"42025",1,2,2,2,2,5.655e+08,218.3442,222186,.0857865,.0003929
"48475",0,0,0,0,0,2.790e+08,107.7063,0,0,0
"48476",1,2,2,2,2,709064,.2737711,63805.43,.0246354,.0899854
"48502",1,3,3,3,"3 or more",1033695,.3991119,40783.13,.0157465,.0394537
"42027",0,0,0,0,0,1.183e+08,45.688,0,0,0
"42028",0,0,0,0,0,71603693,27.64634,0,0,0
"42029",0,0,0,0,0,1.265e+08,48.82369,0,0,0
"48503",1,25,"10 or more","5 or more","3 or more",21611550,8.344266,703095.3,.2714666,.0325333
"42031",0,0,0,0,0,3.945e+08,152.2982,0,0,0
"42032",0,0,0,0,0,5455598,2.106418,0,0,0
"42035",0,0,0,0,0,73648281,28.43576,0,0,0
"42036",0,0,0,0,0,69007117,26.6438,0,0,0
"42037",0,0,0,0,0,2644121,1.020901,0,0,0
"48504",1,9,9,"5 or more","3 or more",40178080,15.51284,464471.8,.1793335,.0115603
"42038",0,0,0,0,0,2.560e+08,98.84512,0,0,0
"42039",0,0,0,0,0,1.346e+08,51.97881,0,0,0
"42040",0,0,0,0,0,85537017,33.02603,0,0,0
"42041",1,5,5,"5 or more",5,2.869e+08,110.7749,151301.5,.0584178,.0005274
"48505",1,20,"10 or more","5 or more","3 or more",33444774,12.9131,5063506,1.95503,.151399
"29324",0,0,0,0,0,600184,.2317323,0,0,0
"29325",1,6,6,"5 or more","3 or more",4.021e+08,155.2589,79747.71,.0307908,.0001983
"27030",1,5,5,"5 or more",5,4.447e+08,171.6922,661808,.2555255,.0014883
"27040",1,2,2,2,2,69982601,27.02043,1102164,.4255479,.0157491
"27041",0,0,0,0,0,1.537e+08,59.359,0,0,0
"27042",0,0,0,0,0,22620015,8.733637,0,0,0
"27043",0,0,0,0,0,1.873e+08,72.32971,0,0,0
"27045",1,2,2,2,2,60188255,23.23882,32510.11,.0125522,.0005401
"27046",0,0,0,0,0,1.059e+08,40.87486,0,0,0
"27047",0,0,0,0,0,53198414,20.54002,0,0,0
"27048",1,1,1,1,1,2.160e+08,83.4007,4281062,1.652927,.0198191
"27050",1,1,1,1,1,65079413,25.1273,47941.18,.0185102,.0007367
"27051",1,3,3,3,"3 or more",47686007,18.41167,206015.6,.0795431,.0043203
"27052",0,0,0,0,0,2.803e+08,108.2326,0,0,0
"27053",0,0,0,0,0,1.761e+08,67.98634,0,0,0
"27054",0,0,0,0,0,75668470,29.21576,0,0,0
"27055",1,3,3,3,"3 or more",2.794e+08,107.8579,423676.1,.1635823,.0015166
"27101",1,25,"10 or more","5 or more","3 or more",33832331,13.06274,4139964,1.598449,.1223671
"27103",1,8,8,"5 or more","3 or more",48322036,18.65724,531978.3,.205398,.011009
"27104",1,12,"10 or more","5 or more","3 or more",31982803,12.34863,676565.1,.2612233,.021154
"27105",1,22,"10 or more","5 or more","3 or more",87383231,33.73885,1960281,.7568687,.0224331
"27106",1,15,"10 or more","5 or more","3 or more",75069116,28.98435,1432433,.5530656,.0190815
"27107",1,13,"10 or more","5 or more","3 or more",1.699e+08,65.61295,4001270,1.544899,.0235456
"27109",0,0,0,0,0,505688,.1952472,0,0,0
"27110",1,2,2,2,2,488558,.1886333,11126.38,.0042959,.0227739
"27127",1,10,"10 or more","5 or more","3 or more",77590561,29.95788,806781.7,.3115002,.0103979
"43469",0,0,0,0,0,59986454,23.1609,0,0,0
"43501",0,0,0,0,0,62771420,24.23618,0,0,0
"43502",1,6,6,"5 or more","3 or more",1.792e+08,69.17573,351321.7,.1356461,.0019609
"43504",0,0,0,0,0,39685103,15.3225,0,0,0
"43505",0,0,0,0,0,253025,.0976935,0,0,0
"43506",1,13,"10 or more","5 or more","3 or more",2.642e+08,101.992,1124543,.4341886,.0042571
"43511",0,0,0,0,0,1.182e+08,45.63382,0,0,0
"43512",1,12,"10 or more","5 or more","3 or more",5.743e+08,221.7405,1208025,.466421,.0021035
"43515",1,1,1,1,1,2.122e+08,81.92198,148240,.0572358,.0006987
"43516",0,0,0,0,0,1.823e+08,70.39036,0,0,0
"43517",0,0,0,0,0,1.686e+08,65.08498,0,0,0
"43518",0,0,0,0,0,1.779e+08,68.68757,0,0,0
"43519",0,0,0,0,0,3335842,1.287976,0,0,0
"43521",0,0,0,0,0,1.732e+08,66.87601,0,0,0
"43522",0,0,0,0,0,84646431,32.68217,0,0,0
"43523",0,0,0,0,0,3552263,1.371536,0,0,0
"43524",0,0,0,0,0,77970568,30.1046,0,0,0
"43525",0,0,0,0,0,2945089,1.137105,0,0,0
"43526",1,1,1,1,1,2.011e+08,77.66276,269815,.1041762,.0013414
"43527",0,0,0,0,0,1.362e+08,52.58545,0,0,0
"43528",1,3,3,3,"3 or more",48245973,18.62787,218617.1,.0844086,.0045313
"97884",1,1,1,1,1,2.100e+08,81.09443,6.26e+07,24.16089,.2979353
"97885",1,2,2,2,2,7.807e+08,301.4186,8.33e+07,32.16756,.1067206
"97886",1,1,1,1,1,3.689e+08,142.4267,1.10e+08,42.56548,.2988588
"97901",0,0,0,0,0,2.618e+08,101.0925,0,0,0
"97903",0,0,0,0,0,3.095e+08,119.5169,0,0,0
"97904",1,1,1,1,1,1.596e+09,616.3899,3.50e+08,135.0305,.2190666
"97905",1,1,1,1,1,5.361e+08,206.9989,9655109,3.727859,.0180091
"97906",0,0,0,0,0,3.201e+09,1235.742,0,0,0
"97907",0,0,0,0,0,8.371e+08,323.1868,0,0,0
"97908",1,2,2,2,2,9.174e+08,354.2197,1.54e+07,5.959572,.0168245
"97909",0,0,0,0,0,1.286e+08,49.65541,0,0,0
"97911",0,0,0,0,0,1.825e+09,704.5055,0,0,0
"97914",1,5,5,"5 or more",5,6.697e+08,258.5556,493972.8,.190724,.0007377
"97918",0,0,0,0,0,1.115e+09,430.3456,0,0,0
"97920",0,0,0,0,0,1.201e+09,463.8214,0,0,0
"71944",0,0,0,0,0,1.092e+08,42.15079,0,0,0
"73118",1,9,9,"5 or more","3 or more",12879963,4.972981,329667.9,.1272855,.0255954
"71945",1,1,1,1,1,1.867e+08,72.09579,5.45e+07,21.03579,.2917756
"73119",1,9,9,"5 or more","3 or more",15729202,6.073079,709561.8,.2739633,.0451111
"71949",1,1,1,1,1,6.103e+08,235.6568,3.29e+08,126.9207,.5385829
"71950",0,0,0,0,0,98912592,38.19036,0,0,0
"71952",1,1,1,1,1,68606312,26.48905,1.64e+07,6.32535,.2387912
"73120",1,17,"10 or more","5 or more","3 or more",35217126,13.59741,1656680,.6396475,.0470419
"73121",0,0,0,0,0,26050005,10.05796,0,0,0
"73122",1,4,4,4,4,8671273,3.347997,350017.3,.1351424,.0403652
"73127",1,12,"10 or more","5 or more","3 or more",31891552,12.3134,423421.3,.1634839,.0132769
"73128",1,1,1,1,1,17159989,6.625509,511993,.1976816,.0298364
"73129",1,20,"10 or more","5 or more","3 or more",32593592,12.58446,2825021,1.090747,.0866741
"71953",1,4,4,4,4,1.664e+09,642.375,9.37e+08,361.8374,.5632807
"73130",1,14,"10 or more","5 or more","3 or more",25814844,9.967167,249087.8,.0961733,.009649
"73131",0,0,0,0,0,31193391,12.04384,0,0,0
"71956",1,1,1,1,1,65564690,25.31467,2.53e+07,9.750463,.3851705
"73132",1,7,7,"5 or more","3 or more",20027558,7.732683,951712.8,.3674584,.0475202
"73134",0,0,0,0,0,10761089,4.15488,0,0,0
"71957",1,1,1,1,1,3.962e+08,152.9816,2.40e+08,92.73233,.6061667
"73135",1,3,3,3,"3 or more",30131642,11.63389,557483.9,.2152457,.0185016
"73139",1,7,7,"5 or more","3 or more",11338716,4.377903,276621.3,.1068041,.0243962
"71958",0,0,0,0,0,2.882e+08,111.2847,0,0,0
"73141",1,2,2,2,2,27872099,10.76148,49494.68,.01911,.0017758
"71959",0,0,0,0,0,1.592e+08,61.44839,0,0,0
"73142",1,5,5,"5 or more",5,25750723,9.94241,403753.1,.1558899,.0156793
"94133",1,27,"10 or more","5 or more","3 or more",2602489,1.004827,116009.7,.0447916,.0445765
"94134",1,20,"10 or more","5 or more","3 or more",6301392,2.432981,1499202,.5788451,.237916
"94158",1,24,"10 or more","5 or more","3 or more",3046565,1.176285,94803.69,.0366039,.0311182
"94301",1,11,"10 or more","5 or more","3 or more",6141701,2.371324,252923.8,.0976544,.0411814
"94303",1,15,"10 or more","5 or more","3 or more",22526397,8.697491,6918401,2.671209,.3071241
"94304",1,3,3,3,"3 or more",16873056,6.514723,7190188,2.776147,.4261343
"94305",0,0,0,0,0,13399519,5.173583,0,0,0
"94306",1,15,"10 or more","5 or more","3 or more",10860463,4.193248,303954.2,.1173574,.0279872
"94401",1,11,"10 or more","5 or more","3 or more",10936608,4.222648,1135681,.438489,.1038422
"94402",1,7,7,"5 or more","3 or more",12595899,4.863304,1601759,.6184428,.1271652
"94403",1,21,"10 or more","5 or more","3 or more",15017576,5.798318,1252941,.4837632,.0834316
"94404",1,36,"10 or more","5 or more","3 or more",12589530,4.860845,659422.9,.2546046,.0523787
"94501",1,30,"10 or more","5 or more","3 or more",29544814,11.40732,1305297,.503978,.0441802
"94502",1,9,9,"5 or more","3 or more",10023238,3.869994,363423.6,.1403186,.0362581
"94503",1,15,"10 or more","5 or more","3 or more",40420308,15.60637,7239455,2.795169,.1791044
"94505",1,3,3,3,"3 or more",55935574,21.59685,93785.83,.0362109,.0016767
"94506",1,7,7,"5 or more","3 or more",48556132,18.74763,1.38e+07,5.314038,.2834513
"94507",1,10,"10 or more","5 or more","3 or more",32880367,12.69518,7400338,2.857286,.2250686
"42440",1,1,1,1,1,2592653,1.001029,3381.908,.0013058,.0013044
"48801",1,8,8,"5 or more","3 or more",1.866e+08,72.0619,395492.7,.1527006,.002119
"42441",0,0,0,0,0,1.575e+08,60.81011,0,0,0
"39563",1,6,6,"5 or more","3 or more",56974187,21.99786,238611.6,.0921284,.0041881
"48806",0,0,0,0,0,1.684e+08,65.01193,0,0,0
"42442",1,2,2,2,2,1.603e+08,61.87852,39967.04,.0154314,.0002494
"48807",0,0,0,0,0,72423139,27.96273,0,0,0
"48808",1,3,3,3,"3 or more",70234994,27.11788,1033796,.3991508,.0147191
"48809",1,5,5,"5 or more",5,2.198e+08,84.8511,609264.7,.2352384,.0027724
"42445",1,8,8,"5 or more","3 or more",6.931e+08,267.5988,196249,.0757722,.0002832
"39564",1,12,"10 or more","5 or more","3 or more",1.526e+08,58.90568,1647278,.6360176,.0107972
"48811",0,0,0,0,0,1.633e+08,63.04253,0,0,0
"42450",0,0,0,0,0,1.584e+08,61.1487,0,0,0
"39565",0,0,0,0,0,7.297e+08,281.7345,0,0,0
"42451",0,0,0,0,0,1.170e+08,45.18806,0,0,0
"42452",0,0,0,0,0,1.406e+08,54.29771,0,0,0
"42453",0,0,0,0,0,42996217,16.60093,0,0,0
"39567",1,7,7,"5 or more","3 or more",37139054,14.33947,202286.7,.0781033,.0054467
"48813",1,8,8,"5 or more","3 or more",4.411e+08,170.319,548272.5,.2116892,.0012429
"42455",0,0,0,0,0,2.006e+08,77.45134,0,0,0
"48815",0,0,0,0,0,71791412,27.71882,0,0,0
"48816",0,0,0,0,0,1196940,.4621411,0,0,0
"42456",0,0,0,0,0,1.744e+08,67.35339,0,0,0
"42458",0,0,0,0,0,44288780,17.09999,0,0,0
"48817",1,4,4,4,4,1.541e+08,59.50936,354223.6,.1367665,.0022982
"48818",0,0,0,0,0,70227459,27.11497,0,0,0
"42459",0,0,0,0,0,3.230e+08,124.7194,0,0,0
"95834",1,30,"10 or more","5 or more","3 or more",26583781,10.26406,1483553,.5728031,.0558067
"95835",1,34,"10 or more","5 or more","3 or more",23338653,9.011105,1948919,.7524819,.0835061
"95837",0,0,0,0,0,47809921,18.45951,0,0,0
"95838",1,13,"10 or more","5 or more","3 or more",23540887,9.089188,2105258,.8128447,.0894299
