zcta19,any_open_park,count_open_parks,count_open_parks_tc10,count_open_parks_tc5,count_open_parks_tc3,zcta_area,zcta_area_sqmiles,tot_park_area,tot_park_area_sqmiles,prop_park_area_zcta
"45850",0,0,0,0,0,1.560e+08,60.22449,0,0,0
"45851",0,0,0,0,0,87680788,33.85374,0,0,0
"45853",0,0,0,0,0,2933251,1.132535,0,0,0
"06455",1,5,5,"5 or more",5,29642519,11.44504,1900365,.733735,.0641094
"06456",1,1,1,1,1,3276781,1.265172,599105.4,.2313159,.1828335
"06457",1,19,"10 or more","5 or more","3 or more",1.097e+08,42.36472,2805769,1.083313,.0255711
"06460",1,17,"10 or more","5 or more","3 or more",38904825,15.02124,4261821,1.645498,.1095448
"06461",1,7,7,"5 or more","3 or more",26351414,10.17434,1343413,.5186946,.0509807
"06467",0,0,0,0,0,173168,.0668605,0,0,0
"06468",1,2,2,2,2,68030987,26.26691,1392926,.5378115,.0204749
"06469",1,7,7,"5 or more","3 or more",27022660,10.43351,437678.1,.1689885,.0161967
"06470",1,5,5,"5 or more",5,97936779,37.8136,457288.9,.1765603,.0046692
"06471",1,1,1,1,1,23734164,9.163812,27687.46,.0106902,.0011666
"06472",0,0,0,0,0,46865384,18.09483,0,0,0
"06473",1,5,5,"5 or more",5,56781044,21.92328,1248224,.4819421,.0219831
"06475",1,4,4,4,4,47878194,18.48587,144869.8,.0559345,.0030258
"06477",0,0,0,0,0,45115120,17.41904,0,0,0
"06478",1,4,4,4,4,86334901,33.33409,5240429,2.023341,.0606988
"06479",1,4,4,4,4,19149211,7.393552,669556,.258517,.0349652
"06480",1,7,7,"5 or more","3 or more",64372617,24.85441,1.35e+07,5.196954,.2090959
"06481",1,1,1,1,1,4698840,1.814232,110916.1,.0428249,.023605
"06482",1,2,2,2,2,54645050,21.09857,299995.3,.1158288,.0054899
"06483",1,3,3,3,"3 or more",38790780,14.9772,581338.1,.2244559,.0149865
"06484",1,13,"10 or more","5 or more","3 or more",82627804,31.90277,1335990,.5158286,.0161688
"06488",1,6,6,"5 or more","3 or more",1.038e+08,40.06454,2174049,.839405,.0209513
"06489",1,5,5,"5 or more",5,73790359,28.49062,107531.8,.0415182,.0014573
"13224",1,1,1,1,1,7716081,2.979196,26909.91,.01039,.0034875
"13290",0,0,0,0,0,658060,.2540784,0,0,0
"13301",0,0,0,0,0,6751911,2.606927,0,0,0
"13302",0,0,0,0,0,1.188e+08,45.87339,0,0,0
"13303",0,0,0,0,0,91723164,35.41451,0,0,0
"13304",0,0,0,0,0,45632893,17.61896,0,0,0
"13305",0,0,0,0,0,2484756,.9593697,0,0,0
"13308",1,1,1,1,1,1.018e+08,39.31776,2551371,.9850897,.0250546
"13309",0,0,0,0,0,3.786e+08,146.1853,0,0,0
"13310",0,0,0,0,0,19859007,7.667605,0,0,0
"13312",0,0,0,0,0,1.677e+08,64.75775,0,0,0
"13313",0,0,0,0,0,5829753,2.25088,0,0,0
"13314",0,0,0,0,0,10091098,3.896195,0,0,0
"13315",0,0,0,0,0,1.276e+08,49.2667,0,0,0
"13316",0,0,0,0,0,4.209e+08,162.5137,0,0,0
"13317",1,4,4,4,4,1.210e+08,46.71844,390521.6,.1507812,.0032274
"13318",0,0,0,0,0,65771218,25.39441,0,0,0
"13319",1,1,1,1,1,2295986,.8864852,32265.68,.0124579,.0140531
"13320",0,0,0,0,0,1.995e+08,77.00929,0,0,0
"03071",0,0,0,0,0,85564216,33.03653,0,0,0
"03076",1,9,9,"5 or more","3 or more",69575388,26.86321,1539282,.5943199,.0221239
"79851",0,0,0,0,0,1.744e+09,673.3784,0,0,0
"79852",0,0,0,0,0,1.380e+09,532.6495,0,0,0
"79853",0,0,0,0,0,81040917,31.29007,0,0,0
"79854",0,0,0,0,0,1.836e+09,709.0506,0,0,0
"79855",0,0,0,0,0,4.718e+09,1821.586,0,0,0
"79901",1,17,"10 or more","5 or more","3 or more",5717634,2.207591,65637.17,.0253427,.0114798
"79902",1,17,"10 or more","5 or more","3 or more",17018489,6.570875,1043902,.4030528,.0613393
"79903",1,6,6,"5 or more","3 or more",7901822,3.05091,58779.36,.0226948,.0074387
"79904",1,9,9,"5 or more","3 or more",22703850,8.766006,2551126,.9849952,.1123653
"79905",1,18,"10 or more","5 or more","3 or more",17150686,6.621917,2199736,.8493228,.1282594
"79906",1,2,2,2,2,10752360,4.151509,330605.1,.1276473,.0307472
"79907",1,21,"10 or more","5 or more","3 or more",35339821,13.64478,1122101,.4332455,.0317517
"79908",0,0,0,0,0,50524860,19.50776,0,0,0
"49670",0,0,0,0,0,1.756e+08,67.80777,0,0,0
"49674",0,0,0,0,0,6010144,2.320529,0,0,0
"49675",0,0,0,0,0,44265811,17.09113,0,0,0
"22407",1,7,7,"5 or more","3 or more",1.503e+08,58.05015,1963170,.7579841,.0130574
"49676",1,1,1,1,1,1.390e+08,53.65429,7161587,2.765104,.0515356
"49677",1,2,2,2,2,3.443e+08,132.9218,4311691,1.664753,.0125243
"22408",1,4,4,4,4,1.213e+08,46.81721,181353.8,.0700211,.0014956
"49679",0,0,0,0,0,1.450e+08,55.96909,0,0,0
"49680",1,1,1,1,1,1.359e+08,52.45673,3.68e+07,14.20394,.2707744
"49682",0,0,0,0,0,1.680e+08,64.86683,0,0,0
"22427",0,0,0,0,0,3.991e+08,154.099,0,0,0
"22432",0,0,0,0,0,12702381,4.904417,0,0,0
"39440",1,7,7,"5 or more","3 or more",52010954,20.08154,365122.8,.1409747,.0070201
"42206",0,0,0,0,0,3.083e+08,119.0499,0,0,0
"42207",0,0,0,0,0,54234591,20.94009,0,0,0
"42210",0,0,0,0,0,3.763e+08,145.2732,0,0,0
"48642",1,35,"10 or more","5 or more","3 or more",2.976e+08,114.9002,2.04e+07,7.86877,.0684835
"39443",0,0,0,0,0,6.904e+08,266.5576,0,0,0
"48647",1,2,2,2,2,3.708e+08,143.1721,2.03e+08,78.42607,.5477748
"48649",0,0,0,0,0,67554721,26.08302,0,0,0
"42211",1,3,3,3,"3 or more",7.763e+08,299.7499,106809.1,.0412392,.0001376
"42214",0,0,0,0,0,50984367,19.68517,0,0,0
"42215",0,0,0,0,0,1.525e+08,58.87205,0,0,0
"48650",0,0,0,0,0,2.831e+08,109.3147,0,0,0
"39451",0,0,0,0,0,7.075e+08,273.1744,0,0,0
"42217",0,0,0,0,0,4.168e+08,160.9105,0,0,0
"48651",1,4,4,4,4,1.815e+08,70.08536,6.57e+07,25.36344,.3618936
"48652",1,1,1,1,1,1.417e+08,54.69484,3.94e+07,15.20647,.2780238
"42220",0,0,0,0,0,4.612e+08,178.0693,0,0,0
"42223",1,5,5,"5 or more",5,39235175,15.14879,1100766,.4250083,.0280556
"42232",0,0,0,0,0,70570795,27.24754,0,0,0
"42234",0,0,0,0,0,1.550e+08,59.84433,0,0,0
"42236",0,0,0,0,0,1.739e+08,67.12531,0,0,0
"39452",1,3,3,3,"3 or more",1.478e+09,570.5421,372587.1,.1438567,.0002521
"48653",1,5,5,"5 or more",5,7.019e+08,271.0198,3.42e+08,132.1242,.4875076
"24137",0,0,0,0,0,2.037e+08,78.65783,0,0,0
"24138",0,0,0,0,0,70092317,27.0628,0,0,0
"24139",0,0,0,0,0,67566918,26.08773,0,0,0
"24141",1,11,"10 or more","5 or more","3 or more",1.736e+08,67.04156,616853.2,.2381684,.0035525
"24142",0,0,0,0,0,264471,.1021128,0,0,0
"24147",1,1,1,1,1,17911673,6.915736,13623.95,.0052602,.0007606
"24148",1,1,1,1,1,1.852e+08,71.51006,179.9908,.0000695,9.72e-07
"24149",0,0,0,0,0,1.387e+08,53.53543,0,0,0
"24150",1,2,2,2,2,1.450e+08,55.99778,1.04e+08,40.21436,.7181419
"24151",1,3,3,3,"3 or more",4.237e+08,163.596,5840314,2.254958,.0137837
"24153",1,31,"10 or more","5 or more","3 or more",2.742e+08,105.8695,6.26e+07,24.16934,.2282938
"24161",0,0,0,0,0,70066382,27.05278,0,0,0
"24162",0,0,0,0,0,1.212e+08,46.79963,0,0,0
"24165",0,0,0,0,0,1.123e+08,43.37399,0,0,0
"24167",0,0,0,0,0,13805964,5.330513,0,0,0
"92656",1,22,"10 or more","5 or more","3 or more",21314076,8.229411,5230113,2.019358,.245383
"92657",1,12,"10 or more","5 or more","3 or more",20859076,8.053734,5671445,2.189757,.2718934
"92660",1,22,"10 or more","5 or more","3 or more",28075095,10.83986,1395491,.5388021,.0497057
"92661",1,8,8,"5 or more","3 or more",4946981,1.91004,2374165,.9166703,.479922
"92662",1,1,1,1,1,1058616,.4087339,1131.921,.000437,.0010692
"92663",1,19,"10 or more","5 or more","3 or more",11886543,4.58942,2655591,1.025329,.2234116
"92672",1,24,"10 or more","5 or more","3 or more",22929267,8.85304,3828995,1.478383,.1669916
"92673",1,8,8,"5 or more","3 or more",30094334,11.61949,1023211,.3950641,.0340001
"92675",1,28,"10 or more","5 or more","3 or more",90413242,34.90875,4260121,1.644842,.0471183
"92676",1,8,8,"5 or more","3 or more",1.738e+08,67.09503,1.02e+08,39.28239,.5854739
"92677",1,32,"10 or more","5 or more","3 or more",43383326,16.7504,6379533,2.463151,.1470503
"92678",1,5,5,"5 or more",5,39038767,15.07295,3.39e+07,13.0947,.8687552
"92679",1,14,"10 or more","5 or more","3 or more",58636776,22.63979,1.35e+07,5.206279,.2299615
"92683",1,19,"10 or more","5 or more","3 or more",25909705,10.00379,304445.6,.1175471,.0117503
"92688",1,10,"10 or more","5 or more","3 or more",28347365,10.94498,8479653,3.274013,.2991337
"92691",1,33,"10 or more","5 or more","3 or more",22908547,8.845039,1826351,.7051581,.0797236
"92692",1,33,"10 or more","5 or more","3 or more",26367492,10.18055,3854763,1.488332,.1461938
"92694",1,15,"10 or more","5 or more","3 or more",24589875,9.494204,681821.6,.2632528,.0277277
"92701",1,17,"10 or more","5 or more","3 or more",8464671,3.268228,174766.5,.0674777,.0206466
"92703",1,11,"10 or more","5 or more","3 or more",10697292,4.130248,362596.3,.1399992,.0338961
"92704",1,13,"10 or more","5 or more","3 or more",19517115,7.5356,1165036,.449823,.0596931
"95757",1,32,"10 or more","5 or more","3 or more",1.591e+08,61.41945,4.30e+07,16.59484,.2701886
"95758",1,40,"10 or more","5 or more","3 or more",33895448,13.08711,3528710,1.362442,.1041057
"95762",1,12,"10 or more","5 or more","3 or more",1.130e+08,43.63224,4840201,1.868812,.042831
"95765",1,35,"10 or more","5 or more","3 or more",31917345,12.32336,1423447,.5495958,.0445979
"95776",1,7,7,"5 or more","3 or more",2.424e+08,93.57851,308220.5,.1190046,.0012717
"95811",1,15,"10 or more","5 or more","3 or more",7854970,3.032821,1410992,.544787,.1796305
"95814",1,15,"10 or more","5 or more","3 or more",3711218,1.432909,249536.1,.0963464,.0672383
"95815",1,17,"10 or more","5 or more","3 or more",21223636,8.194491,5464535,2.109869,.257474
"44406",1,11,"10 or more","5 or more","3 or more",1.410e+08,54.42735,5821675,2.247761,.0412984
"62629",1,6,6,"5 or more","3 or more",1.020e+08,39.38004,750087.3,.2896103,.0073542
"23831",1,5,5,"5 or more",5,62965001,24.31092,701133.2,.270709,.0111353
"62630",0,0,0,0,0,1.057e+08,40.82972,0,0,0
"62631",0,0,0,0,0,36084623,13.93235,0,0,0
"44408",1,3,3,3,"3 or more",93677067,36.16892,406243.6,.1568515,.0043366
"62633",0,0,0,0,0,1.787e+08,69.01443,0,0,0
"44410",1,3,3,3,"3 or more",2.028e+08,78.28303,267325.3,.1032149,.0013185
"62634",0,0,0,0,0,1.456e+08,56.21645,0,0,0
"23832",1,4,4,4,4,1.037e+08,40.03996,548743.7,.2118711,.0052915
"44411",0,0,0,0,0,51166021,19.75531,0,0,0
"62635",0,0,0,0,0,1.014e+08,39.16849,0,0,0
"44412",0,0,0,0,0,59707408,23.05316,0,0,0
"62638",0,0,0,0,0,1.756e+08,67.80265,0,0,0
"23833",0,0,0,0,0,1.532e+08,59.14837,0,0,0
"62639",0,0,0,0,0,90784054,35.05192,0,0,0
"44413",1,1,1,1,1,61450017,23.72598,279537.7,.1079301,.004549
"44417",0,0,0,0,0,86455165,33.38053,0,0,0
"44418",0,0,0,0,0,45137918,17.42785,0,0,0
"62640",1,1,1,1,1,2.001e+08,77.26482,346503.6,.1337858,.0017315
"62642",0,0,0,0,0,1.940e+08,74.91407,0,0,0
"44420",1,3,3,3,"3 or more",41030065,15.8418,179461.2,.0692904,.0043739
"23834",1,15,"10 or more","5 or more","3 or more",60581593,23.39068,3116259,1.203194,.051439
"62643",0,0,0,0,0,88457670,34.1537,0,0,0
"44423",0,0,0,0,0,71292931,27.52635,0,0,0
"23836",1,12,"10 or more","5 or more","3 or more",71017084,27.41985,3620851,1.398018,.0509856
"44425",1,4,4,4,4,80286627,30.99884,402856.7,.1555438,.0050177
"95313",0,0,0,0,0,1.342e+08,51.79977,0,0,0
"95314",0,0,0,0,0,65239564,25.18914,0,0,0
"95315",1,2,2,2,2,47305060,18.26459,21189.72,.0081814,.0004479
"95316",1,1,1,1,1,1.723e+08,66.54188,17473.64,.0067466,.0001014
"95317",0,0,0,0,0,1.376e+08,53.13409,0,0,0
"95318",0,0,0,0,0,1.028e+08,39.70175,0,0,0
"95319",0,0,0,0,0,1614479,.6233538,0,0,0
"95320",1,14,"10 or more","5 or more","3 or more",2.310e+08,89.17388,161410.9,.0623211,.0006989
"95321",0,0,0,0,0,4.561e+08,176.1094,0,0,0
"95322",1,5,5,"5 or more",5,4.699e+08,181.4452,165053,.0637273,.0003512
"95323",0,0,0,0,0,78630975,30.35959,0,0,0
"95324",0,0,0,0,0,1.088e+08,42.01661,0,0,0
"95325",0,0,0,0,0,1.055e+08,40.75229,0,0,0
"95326",1,2,2,2,2,72015360,27.80529,88637.95,.0342233,.0012308
"95327",1,2,2,2,2,4.292e+08,165.6967,85207.31,.0328987,.0001985
"95328",1,2,2,2,2,2635228,1.017467,49404.79,.0190753,.0187478
"77023",1,17,"10 or more","5 or more","3 or more",14346076,5.539051,835287.9,.3225064,.0582241
"77024",1,9,9,"5 or more","3 or more",33327072,12.86765,1393042,.5378563,.0417991
"77025",1,5,5,"5 or more",5,11194403,4.322183,390486.3,.1507676,.0348823
"77026",1,11,"10 or more","5 or more","3 or more",16797514,6.485557,214656.4,.0828793,.0127791
"77027",1,4,4,4,4,7451220,2.876932,39350.66,.0151934,.0052811
"32564",0,0,0,0,0,2.381e+08,91.93568,0,0,0
"32565",0,0,0,0,0,6.045e+08,233.4069,0,0,0
"32566",1,3,3,3,"3 or more",1.115e+08,43.05673,253678.1,.0979457,.0022748
"32567",0,0,0,0,0,3.674e+08,141.8478,0,0,0
"32568",0,0,0,0,0,4.064e+08,156.9146,0,0,0
"29113",0,0,0,0,0,1.121e+08,43.28986,0,0,0
"29114",0,0,0,0,0,96052248,37.08598,0,0,0
"29115",1,7,7,"5 or more","3 or more",3.401e+08,131.3319,100763,.0389048,.0002962
"29117",0,0,0,0,0,230706,.0890761,0,0,0
"29118",1,1,1,1,1,2.029e+08,78.33246,742715.7,.2867641,.0036609
"29122",0,0,0,0,0,1226195,.4734365,0,0,0
"29123",0,0,0,0,0,1.796e+08,69.35796,0,0,0
"29125",1,1,1,1,1,3.249e+08,125.4532,80223.39,.0309744,.0002469
"29126",0,0,0,0,0,2.064e+08,79.67691,0,0,0
"29127",0,0,0,0,0,2.971e+08,114.7164,0,0,0
"29128",0,0,0,0,0,2.830e+08,109.2697,0,0,0
"29129",0,0,0,0,0,2.158e+08,83.33869,0,0,0
"29130",0,0,0,0,0,4.095e+08,158.1149,0,0,0
"29133",0,0,0,0,0,1.415e+08,54.63071,0,0,0
"29135",0,0,0,0,0,5.021e+08,193.8442,0,0,0
"29137",0,0,0,0,0,2.220e+08,85.72069,0,0,0
"29138",1,3,3,3,"3 or more",5.787e+08,223.4252,75664.19,.0292141,.0001308
"29142",0,0,0,0,0,1.507e+08,58.20119,0,0,0
"29145",0,0,0,0,0,1.157e+08,44.68843,0,0,0
"29146",0,0,0,0,0,1.649e+08,63.68593,0,0,0
"29147",0,0,0,0,0,484227,.1869611,0,0,0
"29148",0,0,0,0,0,4.580e+08,176.854,0,0,0
"29150",1,7,7,"5 or more","3 or more",1.125e+08,43.43665,513915.3,.1984238,.0045681
"29152",0,0,0,0,0,12101606,4.672456,0,0,0
"29153",1,2,2,2,2,3.706e+08,143.0937,237916.7,.0918601,.000642
"29154",1,2,2,2,2,2.081e+08,80.36012,342217.6,.1321309,.0016442
"81090",1,1,1,1,1,1.652e+09,637.8542,3.97e+07,15.34045,.0240501
"71115",1,1,1,1,1,3.051e+08,117.8176,8567.4,.0033079,.0000281
"81091",1,1,1,1,1,1.120e+09,432.3363,5.59e+07,21.58753,.0499323
"75757",1,1,1,1,1,2.386e+08,92.13407,33847.98,.0130688,.0001418
"81092",0,0,0,0,0,2.190e+08,84.56652,0,0,0
"71118",1,1,1,1,1,34448035,13.30046,244376.7,.0943544,.0070941
"75758",0,0,0,0,0,1.743e+08,67.28482,0,0,0
"75759",0,0,0,0,0,5818738,2.246627,0,0,0
"71119",1,2,2,2,2,1.286e+08,49.66023,561775.1,.2169026,.0043677
"75760",0,0,0,0,0,3.375e+08,130.3022,0,0,0
"71129",1,2,2,2,2,1.176e+08,45.39987,15596.63,.0060219,.0001326
"81101",1,16,"10 or more","5 or more","3 or more",1.062e+09,409.9742,2.33e+07,8.986432,.0219195
"75762",0,0,0,0,0,1.320e+08,50.96327,0,0,0
"81120",1,3,3,3,"3 or more",2.267e+09,875.4013,1.13e+09,437.6387,.4999292
"75763",1,1,1,1,1,2.981e+08,115.1101,20324.84,.0078475,.0000682
"75764",0,0,0,0,0,3272994,1.26371,0,0,0
"81121",1,1,1,1,1,1.212e+08,46.80702,3.09e+07,11.93272,.2549343
"81122",1,8,8,"5 or more","3 or more",1.325e+09,511.5466,9.53e+08,367.8337,.719062
"71201",1,7,7,"5 or more","3 or more",35054000,13.53442,560287.8,.2163283,.0159836
"75765",0,0,0,0,0,2.733e+08,105.5317,0,0,0
"81123",1,2,2,2,2,6.823e+08,263.4546,134424.7,.0519017,.000197
"81124",0,0,0,0,0,40567532,15.66321,0,0,0
"71202",1,8,8,"5 or more","3 or more",3.059e+08,118.1057,829758.1,.3203714,.0027126
"81125",0,0,0,0,0,6.994e+08,270.055,0,0,0
"81126",0,0,0,0,0,50441746,19.47567,0,0,0
"81128",1,3,3,3,"3 or more",4.736e+08,182.8699,1.15e+08,44.25235,.2419882
"81129",0,0,0,0,0,10953258,4.229076,0,0,0
"75766",1,6,6,"5 or more","3 or more",8.041e+08,310.4653,830285.6,.3205751,.0010326
"75770",0,0,0,0,0,3.213e+08,124.0424,0,0,0
"81130",1,3,3,3,"3 or more",2.465e+09,951.6429,2.32e+09,894.3579,.9398041
"81131",1,2,2,2,2,8.130e+08,313.9104,1.74e+08,67.15121,.2139184
"71203",1,4,4,4,4,3.249e+08,125.4389,413686.3,.1597252,.0012733
"71209",0,0,0,0,0,33055,.0127626,0,0,0
"75771",1,5,5,"5 or more",5,3.802e+08,146.8001,101609.8,.0392318,.0002672
"71219",0,0,0,0,0,1.576e+08,60.85276,0,0,0
"12788",1,1,1,1,1,61410547,23.71074,1672.107,.0006456,.0000272
"12789",0,0,0,0,0,25189642,9.725775,0,0,0
"12790",1,4,4,4,4,1.199e+08,46.29354,43468.89,.0167834,.0003625
"12791",0,0,0,0,0,17009663,6.567468,0,0,0
"12792",0,0,0,0,0,8789726,3.393732,0,0,0
"12801",1,7,7,"5 or more","3 or more",10585435,4.087059,450000.9,.1737463,.0425113
"12803",1,3,3,3,"3 or more",16596945,6.408116,41098.11,.0158681,.0024762
"12804",1,11,"10 or more","5 or more","3 or more",1.434e+08,55.35958,8367635,3.230762,.0583596
"12808",1,1,1,1,1,64602359,24.94311,1584433,.611753,.0245259
"12809",0,0,0,0,0,1.345e+08,51.91268,0,0,0
"12810",0,0,0,0,0,1.749e+08,67.54314,0,0,0
"12811",0,0,0,0,0,4456249,1.720567,0,0,0
"12812",0,0,0,0,0,1.722e+08,66.48213,0,0,0
"15631",1,1,1,1,1,2022624,.7809395,4488.756,.0017331,.0022193
"15632",1,6,6,"5 or more","3 or more",71931773,27.77301,1093923,.422366,.0152078
"15633",0,0,0,0,0,1632066,.6301442,0,0,0
"15634",0,0,0,0,0,391411,.1511246,0,0,0
"15635",0,0,0,0,0,795717,.3072281,0,0,0
"15636",1,1,1,1,1,7678175,2.96456,172290.1,.0665216,.0224389
"15637",1,2,2,2,2,12093574,4.669355,98559.51,.038054,.0081497
"15638",0,0,0,0,0,461824,.1783112,0,0,0
"15639",1,1,1,1,1,29931505,11.55662,12541.55,.0048423,.000419
"71651",0,0,0,0,0,2.225e+08,85.89136,0,0,0
"71652",0,0,0,0,0,4.337e+08,167.4711,0,0,0
"71653",1,3,3,3,"3 or more",9.071e+08,350.2179,203252,.078476,.0002241
"73018",1,8,8,"5 or more","3 or more",4.084e+08,157.689,709346.9,.2738804,.0017368
"73019",1,1,1,1,1,505496,.1951731,8713.929,.0033645,.0172384
"71654",1,6,6,"5 or more","3 or more",1.861e+08,71.86276,185900,.0717764,.0009988
"73020",1,8,8,"5 or more","3 or more",1.568e+08,60.53102,1384696,.5346342,.0088324
"73021",0,0,0,0,0,1.671e+08,64.52673,0,0,0
"73024",0,0,0,0,0,1.163e+08,44.90514,0,0,0
"73025",0,0,0,0,0,1.365e+08,52.71365,0,0,0
"71655",1,5,5,"5 or more",5,9.391e+08,362.5952,153626.8,.0593156,.0001636
"71658",0,0,0,0,0,2.970e+08,114.6739,0,0,0
"71659",0,0,0,0,0,5783241,2.232922,0,0,0
"73026",1,3,3,3,"3 or more",3.013e+08,116.3356,158827.8,.0613237,.0005271
"71660",0,0,0,0,0,3.121e+08,120.5149,0,0,0
"71661",0,0,0,0,0,2.477e+08,95.62333,0,0,0
"73027",0,0,0,0,0,2.124e+08,82.0128,0,0,0
"71662",0,0,0,0,0,28351560,10.9466,0,0,0
"71663",0,0,0,0,0,2.010e+08,77.61205,0,0,0
"73028",0,0,0,0,0,3.780e+08,145.9629,0,0,0
"71665",0,0,0,0,0,7.310e+08,282.2436,0,0,0
"71666",0,0,0,0,0,6596207,2.54681,0,0,0
"73029",0,0,0,0,0,1.285e+08,49.59716,0,0,0
"71667",0,0,0,0,0,8.178e+08,315.7523,0,0,0
"71670",0,0,0,0,0,5.477e+08,211.47,0,0,0
"73030",1,4,4,4,4,4.995e+08,192.8539,824081.3,.3181796,.0016498
"01719",1,32,"10 or more","5 or more","3 or more",26956054,10.40779,4516661,1.743893,.1675564
"01720",1,48,"10 or more","5 or more","3 or more",52174357,20.14463,6910592,2.668195,.1324519
"01721",1,29,"10 or more","5 or more","3 or more",33344068,12.87422,7254395,2.800937,.2175618
"01730",1,45,"10 or more","5 or more","3 or more",35950008,13.88038,6349037,2.451377,.1766074
"01731",1,1,1,1,1,2051826,.7922145,52927.05,.0204352,.0257951
"01740",1,9,9,"5 or more","3 or more",52002221,20.07817,1426111,.5506245,.027424
"01741",1,30,"10 or more","5 or more","3 or more",40203562,15.52268,9054635,3.496014,.2252197
"01742",1,103,"10 or more","5 or more","3 or more",66647509,25.73275,1.42e+07,5.497665,.2136447
"45854",0,0,0,0,0,856476,.3306872,0,0,0
"45855",0,0,0,0,0,688236,.2657294,0,0,0
"45860",0,0,0,0,0,90681868,35.01247,0,0,0
"45861",0,0,0,0,0,4863302,1.877731,0,0,0
"45862",0,0,0,0,0,95220173,36.76471,0,0,0
"45875",1,7,7,"5 or more","3 or more",2.665e+08,102.8862,315843.7,.1219479,.0011853
"45876",0,0,0,0,0,1561008,.6027086,0,0,0
"45877",0,0,0,0,0,72242063,27.89282,0,0,0
"45879",1,4,4,4,4,2.745e+08,105.9914,347925,.1343346,.0012674
"45880",0,0,0,0,0,1.534e+08,59.2143,0,0,0
"45881",0,0,0,0,0,76396861,29.49699,0,0,0
"69153",1,7,7,"5 or more","3 or more",5.212e+08,201.2418,365292.7,.1410403,.0007008
"69154",0,0,0,0,0,1.167e+09,450.7692,0,0,0
"69155",0,0,0,0,0,9.139e+08,352.8564,0,0,0
"69156",0,0,0,0,0,8.421e+08,325.1377,0,0,0
"69157",0,0,0,0,0,70348147,27.16157,0,0,0
"69341",1,15,"10 or more","5 or more","3 or more",5.708e+08,220.3826,1.23e+07,4.733832,.0214801
"69350",0,0,0,0,0,1.191e+09,460.0019,0,0,0
"69351",0,0,0,0,0,2.131e+09,822.93,0,0,0
"69356",0,0,0,0,0,3.388e+08,130.8225,0,0,0
"67484",0,0,0,0,0,3.618e+08,139.699,0,0,0
"67485",0,0,0,0,0,2.019e+08,77.95786,0,0,0
"67487",0,0,0,0,0,2.510e+08,96.89279,0,0,0
"67490",0,0,0,0,0,3.879e+08,149.7533,0,0,0
"67491",0,0,0,0,0,1.864e+08,71.97795,0,0,0
"67492",0,0,0,0,0,73914197,28.53843,0,0,0
"67572",0,0,0,0,0,5.573e+08,215.1652,0,0,0
"67573",0,0,0,0,0,1.717e+08,66.28786,0,0,0
"03077",1,5,5,"5 or more",5,78369406,30.2586,373554,.14423,.0047666
"03079",1,13,"10 or more","5 or more","3 or more",67027523,25.87947,1376139,.5313301,.0205309
"03082",1,1,1,1,1,74307342,28.69023,4721.961,.0018232,.0000635
"03084",0,0,0,0,0,57850544,22.33622,0,0,0
"03086",1,2,2,2,2,70083239,27.05929,293763.6,.1134228,.0041916
"03087",1,6,6,"5 or more","3 or more",71948399,27.77943,1201058,.463731,.0166933
"03101",1,4,4,4,4,2306379,.8904979,52798.87,.0203858,.0228925
"03102",1,11,"10 or more","5 or more","3 or more",24282525,9.375535,1638905,.6327848,.0674932
"03103",1,12,"10 or more","5 or more","3 or more",26202896,10.11699,386018.9,.1490427,.0147319
"03104",1,10,"10 or more","5 or more","3 or more",21800872,8.417364,1044177,.403159,.0478961
"03106",1,2,2,2,2,96383929,37.21404,166575.9,.0643153,.0017283
"03109",1,2,2,2,2,21397274,8.261534,82639.13,.0319071,.0038621
"10032",1,16,"10 or more","5 or more","3 or more",1695762,.6547374,241039.3,.0930658,.1421422
"10033",1,12,"10 or more","5 or more","3 or more",1544119,.5961877,368888.1,.1424285,.2388988
"10034",1,13,"10 or more","5 or more","3 or more",2835121,1.094646,1287502,.4971074,.454126
"10035",1,29,"10 or more","5 or more","3 or more",3689141,1.424385,1465809,.565952,.3973307
"10036",1,7,7,"5 or more","3 or more",1137632,.4392422,47562.55,.018364,.0418084
"10037",1,9,9,"5 or more","3 or more",666601,.2573761,60195.21,.0232415,.0903017
"10038",1,12,"10 or more","5 or more","3 or more",773843,.2987825,38565.61,.0148903,.0498365
"10039",1,12,"10 or more","5 or more","3 or more",1132699,.4373375,422186.8,.1630072,.3727264
"10040",1,6,6,"5 or more","3 or more",988491,.3816585,125500.3,.0484559,.1269615
"10044",1,7,7,"5 or more","3 or more",595882,.2300713,131600.6,.0508113,.2208502
"48654",1,2,2,2,2,2.477e+08,95.64222,9.91e+07,38.25114,.39994
"48655",0,0,0,0,0,2.490e+08,96.15369,0,0,0
"39455",0,0,0,0,0,9.236e+08,356.5917,0,0,0
"42240",1,19,"10 or more","5 or more","3 or more",7.024e+08,271.2041,958302.3,.3700026,.0013643
"42254",0,0,0,0,0,13170301,5.085082,0,0,0
"39456",0,0,0,0,0,2.755e+08,106.3893,0,0,0
"48656",1,1,1,1,1,3.571e+08,137.8802,2.34e+08,90.52774,.656568
"42256",0,0,0,0,0,5.016e+08,193.6873,0,0,0
"42259",0,0,0,0,0,87302920,33.70785,0,0,0
"39459",0,0,0,0,0,1.671e+08,64.49938,0,0,0
"39461",0,0,0,0,0,1.170e+08,45.17293,0,0,0
"48657",1,4,4,4,4,1.733e+08,66.89763,6.55e+07,25.29494,.3781141
